review_id,product_name,rating,date,review_text
60275,Summer Cotton Dress,3,2023-08-30,گرون بود ولی کیفیتش حرف نداشت
60276,Slim Jeans Blue,1,2023-09-01,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60277,Oversize Hoodie Black,2,2023-06-16,گرون بود ولی کیفیتش حرف نداشت
60278,Leather Jacket Brown,1,2023-09-23,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60279,Basic White T-Shirt,5,2023-02-20,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60280,Slim Jeans Blue,2,2023-04-19,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60281,Basic White T-Shirt,4,2023-12-01,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60282,Basic White T-Shirt,5,2023-05-14,برای زمستون خیلی نازکه
60283,Leather Jacket Brown,4,2023-06-16,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60284,Slim Jeans Blue,4,2023-03-21,برای زمستون خیلی نازکه
60285,Oversize Hoodie Black,3,2023-12-04,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60286,Slim Jeans Blue,3,2023-04-09,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60287,Basic White T-Shirt,2,2023-06-02,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60288,Summer Cotton Dress,2,2023-10-16,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60289,Leather Jacket Brown,3,2023-03-24,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60290,Oversize Hoodie Black,2,2023-04-12,گرون بود ولی کیفیتش حرف نداشت
60291,Oversize Hoodie Black,1,2023-11-27,عالی بود، همه ازم پرسیدن از کجا خریدم
60292,Basic White T-Shirt,5,2023-08-19,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60293,Oversize Hoodie Black,1,2023-09-09,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60294,Basic White T-Shirt,5,2023-11-17,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60295,Oversize Hoodie Black,3,2023-01-25,عالی بود، همه ازم پرسیدن از کجا خریدم
60296,Oversize Hoodie Black,1,2023-02-26,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60297,Basic White T-Shirt,4,2023-10-29,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60298,Leather Jacket Brown,1,2023-04-10,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60299,Oversize Hoodie Black,2,2023-04-29,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60300,Slim Jeans Blue,1,2023-05-31,عالی بود، همه ازم پرسیدن از کجا خریدم
60301,Summer Cotton Dress,3,2023-03-21,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60302,Basic White T-Shirt,3,2023-11-27,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60303,Oversize Hoodie Black,2,2023-05-30,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60304,Leather Jacket Brown,5,2023-05-06,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60305,Slim Jeans Blue,2,2023-10-16,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60306,Basic White T-Shirt,5,2023-02-10,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60307,Slim Jeans Blue,3,2023-07-09,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60308,Summer Cotton Dress,3,2023-03-04,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60309,Leather Jacket Brown,5,2023-07-24,برای زمستون خیلی نازکه
60310,Basic White T-Shirt,1,2023-12-07,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60311,Basic White T-Shirt,1,2023-07-23,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60312,Oversize Hoodie Black,2,2023-06-28,گرون بود ولی کیفیتش حرف نداشت
60313,Slim Jeans Blue,3,2023-12-12,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60314,Basic White T-Shirt,1,2023-11-17,گرون بود ولی کیفیتش حرف نداشت
60315,Slim Jeans Blue,3,2023-04-15,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60316,Summer Cotton Dress,2,2023-11-09,برای زمستون خیلی نازکه
60317,Oversize Hoodie Black,4,2023-03-27,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60318,Summer Cotton Dress,3,2023-11-24,گرون بود ولی کیفیتش حرف نداشت
60319,Oversize Hoodie Black,4,2023-09-08,گرون بود ولی کیفیتش حرف نداشت
60320,Oversize Hoodie Black,3,2023-12-04,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60321,Slim Jeans Blue,5,2023-01-04,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60322,Oversize Hoodie Black,4,2023-11-17,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60323,Summer Cotton Dress,5,2023-07-03,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60324,Summer Cotton Dress,5,2023-06-30,عالی بود، همه ازم پرسیدن از کجا خریدم
60325,Summer Cotton Dress,2,2023-10-27,برای زمستون خیلی نازکه
60326,Slim Jeans Blue,2,2023-01-16,عالی بود، همه ازم پرسیدن از کجا خریدم
60327,Slim Jeans Blue,1,2023-04-04,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60328,Leather Jacket Brown,4,2023-10-06,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60329,Basic White T-Shirt,1,2023-06-05,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60330,Leather Jacket Brown,4,2023-01-16,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60331,Leather Jacket Brown,2,2023-02-10,گرون بود ولی کیفیتش حرف نداشت
60332,Oversize Hoodie Black,2,2023-05-17,برای زمستون خیلی نازکه
60333,Oversize Hoodie Black,2,2023-09-15,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60334,Leather Jacket Brown,4,2023-02-12,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60335,Basic White T-Shirt,2,2023-03-07,برای زمستون خیلی نازکه
60336,Leather Jacket Brown,1,2023-12-18,گرون بود ولی کیفیتش حرف نداشت
60337,Slim Jeans Blue,5,2023-07-27,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60338,Summer Cotton Dress,4,2023-09-02,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60339,Leather Jacket Brown,5,2023-08-31,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60340,Oversize Hoodie Black,1,2023-03-18,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60341,Basic White T-Shirt,3,2023-08-07,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60342,Oversize Hoodie Black,2,2023-08-11,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60343,Slim Jeans Blue,1,2023-12-19,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60344,Oversize Hoodie Black,3,2023-01-21,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60345,Oversize Hoodie Black,4,2023-05-27,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60346,Basic White T-Shirt,1,2023-11-09,برای زمستون خیلی نازکه
60347,Basic White T-Shirt,4,2023-03-18,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60348,Oversize Hoodie Black,5,2023-11-12,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60349,Oversize Hoodie Black,5,2023-02-04,گرون بود ولی کیفیتش حرف نداشت
60350,Leather Jacket Brown,4,2023-05-06,برای زمستون خیلی نازکه
60351,Slim Jeans Blue,5,2023-11-19,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60352,Leather Jacket Brown,5,2023-08-20,برای زمستون خیلی نازکه
60353,Basic White T-Shirt,2,2023-03-28,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60354,Leather Jacket Brown,4,2023-10-31,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60355,Leather Jacket Brown,4,2023-07-07,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60356,Oversize Hoodie Black,3,2023-02-14,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60357,Oversize Hoodie Black,2,2023-11-27,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60358,Slim Jeans Blue,1,2023-11-20,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60359,Summer Cotton Dress,2,2023-12-14,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60360,Summer Cotton Dress,1,2023-03-13,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60361,Leather Jacket Brown,4,2023-08-04,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60362,Slim Jeans Blue,2,2023-04-08,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60363,Slim Jeans Blue,3,2023-09-28,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60364,Basic White T-Shirt,5,2023-04-01,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60365,Oversize Hoodie Black,1,2023-05-22,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60366,Basic White T-Shirt,5,2023-04-27,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60367,Summer Cotton Dress,4,2023-01-02,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60368,Slim Jeans Blue,4,2023-02-12,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60369,Summer Cotton Dress,4,2023-03-12,عالی بود، همه ازم پرسیدن از کجا خریدم
60370,Oversize Hoodie Black,5,2023-05-24,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60371,Oversize Hoodie Black,4,2023-12-08,گرون بود ولی کیفیتش حرف نداشت
60372,Oversize Hoodie Black,4,2023-09-03,عالی بود، همه ازم پرسیدن از کجا خریدم
60373,Summer Cotton Dress,5,2023-10-11,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60374,Slim Jeans Blue,4,2023-11-23,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60375,Basic White T-Shirt,1,2023-08-02,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60376,Slim Jeans Blue,2,2023-04-17,برای زمستون خیلی نازکه
60377,Slim Jeans Blue,1,2023-09-20,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60378,Leather Jacket Brown,4,2023-10-21,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60379,Slim Jeans Blue,4,2023-06-25,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60380,Basic White T-Shirt,4,2023-04-17,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60381,Leather Jacket Brown,4,2023-03-27,برای زمستون خیلی نازکه
60382,Slim Jeans Blue,5,2023-08-15,گرون بود ولی کیفیتش حرف نداشت
60383,Leather Jacket Brown,2,2023-03-23,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60384,Slim Jeans Blue,5,2023-11-25,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60385,Oversize Hoodie Black,5,2023-08-29,گرون بود ولی کیفیتش حرف نداشت
60386,Oversize Hoodie Black,4,2023-01-02,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60387,Slim Jeans Blue,1,2023-09-08,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60388,Leather Jacket Brown,1,2023-02-11,گرون بود ولی کیفیتش حرف نداشت
60389,Basic White T-Shirt,3,2023-03-22,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60390,Oversize Hoodie Black,2,2023-09-19,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60391,Leather Jacket Brown,3,2023-07-16,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60392,Basic White T-Shirt,5,2023-09-05,عالی بود، همه ازم پرسیدن از کجا خریدم
60393,Leather Jacket Brown,3,2023-11-26,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60394,Slim Jeans Blue,3,2023-10-23,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60395,Oversize Hoodie Black,3,2023-02-05,گرون بود ولی کیفیتش حرف نداشت
60396,Oversize Hoodie Black,2,2023-04-13,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60397,Oversize Hoodie Black,1,2023-10-30,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60398,Slim Jeans Blue,1,2023-04-08,عالی بود، همه ازم پرسیدن از کجا خریدم
60399,Basic White T-Shirt,3,2023-05-25,برای زمستون خیلی نازکه
60400,Basic White T-Shirt,2,2023-10-09,عالی بود، همه ازم پرسیدن از کجا خریدم
60401,Oversize Hoodie Black,1,2023-05-07,گرون بود ولی کیفیتش حرف نداشت
60402,Basic White T-Shirt,4,2023-10-31,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60403,Oversize Hoodie Black,1,2023-10-10,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60404,Basic White T-Shirt,1,2023-10-29,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60405,Oversize Hoodie Black,2,2023-03-08,عالی بود، همه ازم پرسیدن از کجا خریدم
60406,Basic White T-Shirt,2,2023-05-27,گرون بود ولی کیفیتش حرف نداشت
60407,Leather Jacket Brown,1,2023-11-24,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60408,Oversize Hoodie Black,4,2023-03-22,برای زمستون خیلی نازکه
60409,Oversize Hoodie Black,4,2023-09-10,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60410,Summer Cotton Dress,3,2023-08-30,گرون بود ولی کیفیتش حرف نداشت
60411,Oversize Hoodie Black,3,2023-03-06,برای زمستون خیلی نازکه
60412,Basic White T-Shirt,1,2023-03-12,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60413,Leather Jacket Brown,1,2023-02-05,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60414,Leather Jacket Brown,1,2023-03-08,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60415,Basic White T-Shirt,4,2023-03-24,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60416,Slim Jeans Blue,5,2023-06-19,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60417,Oversize Hoodie Black,3,2023-03-08,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60418,Leather Jacket Brown,3,2023-04-08,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60419,Basic White T-Shirt,5,2023-11-21,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60420,Leather Jacket Brown,1,2023-10-20,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60421,Leather Jacket Brown,3,2023-09-07,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60422,Basic White T-Shirt,4,2023-10-29,برای زمستون خیلی نازکه
60423,Summer Cotton Dress,5,2023-07-27,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60424,Leather Jacket Brown,4,2023-11-08,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60425,Leather Jacket Brown,1,2023-03-04,برای زمستون خیلی نازکه
60426,Slim Jeans Blue,3,2023-03-19,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60427,Summer Cotton Dress,4,2023-01-30,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60428,Slim Jeans Blue,5,2023-12-18,گرون بود ولی کیفیتش حرف نداشت
60429,Basic White T-Shirt,1,2023-09-08,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60430,Oversize Hoodie Black,3,2023-11-15,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60431,Basic White T-Shirt,3,2023-04-25,گرون بود ولی کیفیتش حرف نداشت
60432,Summer Cotton Dress,1,2023-11-28,برای زمستون خیلی نازکه
60433,Basic White T-Shirt,1,2023-08-07,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60434,Summer Cotton Dress,1,2023-06-03,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60435,Slim Jeans Blue,4,2023-08-09,عالی بود، همه ازم پرسیدن از کجا خریدم
60436,Leather Jacket Brown,2,2023-01-23,برای زمستون خیلی نازکه
60437,Basic White T-Shirt,3,2023-08-02,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60438,Basic White T-Shirt,4,2023-05-28,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60439,Leather Jacket Brown,5,2023-10-29,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60440,Basic White T-Shirt,3,2023-07-27,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60441,Basic White T-Shirt,2,2023-06-08,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60442,Oversize Hoodie Black,5,2023-11-03,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60443,Oversize Hoodie Black,3,2023-06-16,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60444,Leather Jacket Brown,2,2023-03-04,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60445,Slim Jeans Blue,1,2023-11-21,گرون بود ولی کیفیتش حرف نداشت
60446,Basic White T-Shirt,2,2023-10-03,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60447,Basic White T-Shirt,3,2023-01-23,گرون بود ولی کیفیتش حرف نداشت
60448,Slim Jeans Blue,2,2023-08-12,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60449,Basic White T-Shirt,3,2023-07-20,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60450,Slim Jeans Blue,3,2023-10-10,عالی بود، همه ازم پرسیدن از کجا خریدم
60451,Leather Jacket Brown,2,2023-12-13,گرون بود ولی کیفیتش حرف نداشت
60452,Leather Jacket Brown,2,2023-12-02,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60453,Slim Jeans Blue,5,2023-08-03,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60454,Slim Jeans Blue,5,2023-09-22,گرون بود ولی کیفیتش حرف نداشت
60455,Summer Cotton Dress,4,2023-08-17,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60456,Oversize Hoodie Black,3,2023-08-15,برای زمستون خیلی نازکه
60457,Oversize Hoodie Black,5,2023-11-23,عالی بود، همه ازم پرسیدن از کجا خریدم
60458,Basic White T-Shirt,4,2023-12-01,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60459,Basic White T-Shirt,3,2023-10-04,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60460,Slim Jeans Blue,4,2023-08-18,برای زمستون خیلی نازکه
60461,Slim Jeans Blue,5,2023-08-03,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60462,Oversize Hoodie Black,4,2023-06-06,برای زمستون خیلی نازکه
60463,Basic White T-Shirt,2,2023-01-13,عالی بود، همه ازم پرسیدن از کجا خریدم
60464,Oversize Hoodie Black,4,2023-07-16,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60465,Leather Jacket Brown,1,2023-04-21,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60466,Oversize Hoodie Black,1,2023-04-13,گرون بود ولی کیفیتش حرف نداشت
60467,Oversize Hoodie Black,4,2023-04-13,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60468,Slim Jeans Blue,1,2023-06-19,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60469,Basic White T-Shirt,4,2023-04-19,عالی بود، همه ازم پرسیدن از کجا خریدم
60470,Leather Jacket Brown,4,2023-05-06,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60471,Oversize Hoodie Black,4,2023-08-23,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60472,Oversize Hoodie Black,1,2023-05-28,عالی بود، همه ازم پرسیدن از کجا خریدم
60473,Slim Jeans Blue,3,2023-06-20,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60474,Summer Cotton Dress,4,2023-01-01,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60475,Basic White T-Shirt,4,2023-02-09,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60476,Basic White T-Shirt,2,2023-08-25,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60477,Basic White T-Shirt,2,2023-01-07,عالی بود، همه ازم پرسیدن از کجا خریدم
60478,Oversize Hoodie Black,5,2023-06-12,برای زمستون خیلی نازکه
60479,Oversize Hoodie Black,1,2023-10-17,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60480,Oversize Hoodie Black,3,2023-11-21,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60481,Summer Cotton Dress,4,2023-06-06,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60482,Oversize Hoodie Black,4,2023-04-24,عالی بود، همه ازم پرسیدن از کجا خریدم
60483,Basic White T-Shirt,1,2023-04-22,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60484,Basic White T-Shirt,5,2023-09-14,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60485,Slim Jeans Blue,5,2023-03-14,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60486,Summer Cotton Dress,2,2023-07-12,عالی بود، همه ازم پرسیدن از کجا خریدم
60487,Leather Jacket Brown,1,2023-09-30,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60488,Oversize Hoodie Black,5,2023-08-12,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60489,Leather Jacket Brown,5,2023-04-04,برای زمستون خیلی نازکه
60490,Oversize Hoodie Black,3,2023-07-26,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60491,Summer Cotton Dress,2,2023-06-19,عالی بود، همه ازم پرسیدن از کجا خریدم
60492,Summer Cotton Dress,2,2023-06-05,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60493,Basic White T-Shirt,2,2023-09-01,عالی بود، همه ازم پرسیدن از کجا خریدم
60494,Summer Cotton Dress,5,2023-01-03,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60495,Leather Jacket Brown,4,2023-08-08,گرون بود ولی کیفیتش حرف نداشت
60496,Leather Jacket Brown,5,2023-01-05,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60497,Summer Cotton Dress,5,2023-07-13,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60498,Leather Jacket Brown,1,2023-02-23,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60499,Oversize Hoodie Black,2,2023-10-27,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60500,Slim Jeans Blue,2,2023-07-28,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60501,Basic White T-Shirt,3,2023-03-17,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60502,Slim Jeans Blue,2,2023-08-06,عالی بود، همه ازم پرسیدن از کجا خریدم
60503,Leather Jacket Brown,5,2023-04-28,عالی بود، همه ازم پرسیدن از کجا خریدم
60504,Basic White T-Shirt,1,2023-10-07,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60505,Slim Jeans Blue,3,2023-03-21,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60506,Slim Jeans Blue,5,2023-07-06,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60507,Leather Jacket Brown,5,2023-01-08,عالی بود، همه ازم پرسیدن از کجا خریدم
60508,Basic White T-Shirt,3,2023-04-01,گرون بود ولی کیفیتش حرف نداشت
60509,Basic White T-Shirt,5,2023-12-12,گرون بود ولی کیفیتش حرف نداشت
60510,Slim Jeans Blue,5,2023-12-17,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60511,Basic White T-Shirt,1,2023-07-29,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60512,Basic White T-Shirt,1,2023-09-15,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60513,Oversize Hoodie Black,1,2023-02-10,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60514,Leather Jacket Brown,2,2023-08-03,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60515,Leather Jacket Brown,3,2023-07-03,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60516,Oversize Hoodie Black,1,2023-10-31,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60517,Slim Jeans Blue,5,2023-08-29,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60518,Summer Cotton Dress,2,2023-04-16,گرون بود ولی کیفیتش حرف نداشت
60519,Slim Jeans Blue,3,2023-01-22,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60520,Oversize Hoodie Black,1,2023-12-19,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60521,Basic White T-Shirt,1,2023-09-02,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60522,Oversize Hoodie Black,3,2023-10-01,عالی بود، همه ازم پرسیدن از کجا خریدم
60523,Leather Jacket Brown,1,2023-03-20,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60524,Basic White T-Shirt,3,2023-11-19,عالی بود، همه ازم پرسیدن از کجا خریدم
60525,Slim Jeans Blue,3,2023-10-31,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60526,Basic White T-Shirt,5,2023-01-23,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60527,Leather Jacket Brown,3,2023-04-21,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60528,Oversize Hoodie Black,4,2023-05-10,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60529,Slim Jeans Blue,1,2023-09-17,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60530,Summer Cotton Dress,5,2023-06-03,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60531,Summer Cotton Dress,2,2023-01-19,عالی بود، همه ازم پرسیدن از کجا خریدم
60532,Oversize Hoodie Black,4,2023-02-18,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60533,Slim Jeans Blue,3,2023-03-15,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60534,Slim Jeans Blue,2,2023-08-02,عالی بود، همه ازم پرسیدن از کجا خریدم
60535,Basic White T-Shirt,2,2023-02-22,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60536,Oversize Hoodie Black,2,2023-07-09,برای زمستون خیلی نازکه
60537,Basic White T-Shirt,2,2023-05-09,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60538,Oversize Hoodie Black,5,2023-05-24,عالی بود، همه ازم پرسیدن از کجا خریدم
60539,Leather Jacket Brown,5,2023-09-05,برای زمستون خیلی نازکه
60540,Oversize Hoodie Black,2,2023-06-29,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60541,Basic White T-Shirt,4,2023-01-07,عالی بود، همه ازم پرسیدن از کجا خریدم
60542,Slim Jeans Blue,1,2023-12-10,برای زمستون خیلی نازکه
60543,Oversize Hoodie Black,1,2023-10-18,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60544,Slim Jeans Blue,5,2023-07-25,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60545,Leather Jacket Brown,4,2023-03-09,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60546,Summer Cotton Dress,4,2023-05-23,عالی بود، همه ازم پرسیدن از کجا خریدم
60547,Summer Cotton Dress,3,2023-04-18,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60548,Basic White T-Shirt,5,2023-07-04,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60549,Oversize Hoodie Black,4,2023-08-28,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
